Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
SSS032,SSS032-1,8/10/2022,1660153110,9:38:30,Pacific Standard Time (UTC-8),10.71,0.02,85.64,0.14,5.82,0.11,-1.094,0.966,0.96,0.00139764,120,8,0,7.99,46.6399,-121.2901,46.6399,-121.2901,9:13:00,10:09:00,835040,7.46,James,Stegen,PNNL,james.stegen@pnnl.gov,C21,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),6.17,11,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,"(BF 2022-08-19) Site Vial ID inccorectly written as SSS003 on metadata sheet, changed to 32 based on that being the only sequential vial missing and the field crew had vial 31 and 33 the same day. (BF 2022-08-23) Date mistyped as 2020, changed it to 2022",N/A,N/A
SSS032,SSS032-2,8/10/2022,1660153110,9:38:30,Pacific Standard Time (UTC-8),10.71,0.02,85.64,0.14,5.82,0.11,-1.023,0.969,0.963,0.001254497,120,8,0,8.496666667,46.6399,-121.2901,46.6399,-121.2901,9:13:00,10:09:00,835040,7.46,James,Stegen,PNNL,james.stegen@pnnl.gov,C21,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),6.17,11,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,"(BF 2022-08-19) Site Vial ID inccorectly written as SSS003 on metadata sheet, changed to 32 based on that being the only sequential vial missing and the field crew had vial 31 and 33 the same day. (BF 2022-08-23) Date mistyped as 2020, changed it to 2022",N/A,N/A
SSS032,SSS032-3,8/10/2022,1660153110,9:38:30,Pacific Standard Time (UTC-8),10.71,0.02,85.64,0.14,5.82,0.11,-0.928,0.934,0.918,0.00205423,60,6,2,7.8,46.6399,-121.2901,46.6399,-121.2901,9:13:00,10:09:00,835040,7.46,James,Stegen,PNNL,james.stegen@pnnl.gov,C21,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),6.17,11,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,"(BF 2022-08-19) Site Vial ID inccorectly written as SSS003 on metadata sheet, changed to 32 based on that being the only sequential vial missing and the field crew had vial 31 and 33 the same day. (BF 2022-08-23) Date mistyped as 2020, changed it to 2022",N/A,N/A
SSS033,SSS033-1,8/10/2022,1660163670,12:34:30,Pacific Standard Time (UTC-8),10.11,0.04,94.02,0.47,12.1,0.08,-1.43,0.99,0.988,9.86E-04,120,8,0,8.066666667,46.6382,-121.2631,46.6382,-121.2631,12:09:00,13:05:00,645487,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S48R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Multi-channel/Braided,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),12.07,4,N/A,None,None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS033,SSS033-2,8/10/2022,1660163670,12:34:30,Pacific Standard Time (UTC-8),10.11,0.04,94.02,0.47,12.1,0.08,-1.883,0.996,0.995,9.35E-04,121,8,0,8.956666667,46.6382,-121.2631,46.6382,-121.2631,12:09:00,13:05:00,645487,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S48R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Multi-channel/Braided,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),12.07,4,N/A,None,None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS033,SSS033-3,8/10/2022,1660163670,12:34:30,Pacific Standard Time (UTC-8),10.11,0.04,94.02,0.47,12.1,0.08,-1.426,0.99,0.988,9.96E-04,120,8,0,8.05,46.6382,-121.2631,46.6382,-121.2631,12:09:00,13:05:00,645487,7.5,James,Stegen,PNNL,james.stegen@pnnl.gov,S48R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Multi-channel/Braided,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),12.07,4,N/A,None,None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS034,SSS034-1,8/11/2022,1660238850,9:27:30,Pacific Standard Time (UTC-8),9.35,0.01,92.88,0.09,15.09,0.06,-1.204,0.984,0.98,0.001154602,90,7,1,8.376666667,47.3966,-121.0977,47.3966,-121.0977,9:02:00,9:58:00,806577,7.6,James,Stegen,PNNL,james.stegen@pnnl.gov,S18R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.05,34,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cotton strips bricks were found angled up out of the water with the tea infusers facing sky. Both the brick and sensors were found in fairly shallow water near the bank. Based on the HOBO pressure date, there were three large flashy events (quick, substantial increase in pressure follow by an almost as quick and large decrease in pressure), that likely flushed and moved the bricks/sensors from their original location.",N/A,N/A
SSS034,SSS034-2,8/11/2022,1660238850,9:27:30,Pacific Standard Time (UTC-8),9.35,0.01,92.88,0.09,15.09,0.06,-1.153,0.945,0.926,0.002686143,30,5,3,8.44,47.3966,-121.0977,47.3966,-121.0977,9:02:00,9:58:00,806577,7.6,James,Stegen,PNNL,james.stegen@pnnl.gov,S18R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.05,34,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cotton strips bricks were found angled up out of the water with the tea infusers facing sky. Both the brick and sensors were found in fairly shallow water near the bank. Based on the HOBO pressure date, there were three large flashy events (quick, substantial increase in pressure follow by an almost as quick and large decrease in pressure), that likely flushed and moved the bricks/sensors from their original location.",N/A,N/A
SSS034,SSS034-3,8/11/2022,1660238850,9:27:30,Pacific Standard Time (UTC-8),9.35,0.01,92.88,0.09,15.09,0.06,-1.119,0.99,0.988,7.63E-04,120,8,0,8.183333333,47.3966,-121.0977,47.3966,-121.0977,9:02:00,9:58:00,806577,7.6,James,Stegen,PNNL,james.stegen@pnnl.gov,S18R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),15.05,34,N/A,None,None,None,1-3 cm as described in the protocol,N/A,"Cotton strips bricks were found angled up out of the water with the tea infusers facing sky. Both the brick and sensors were found in fairly shallow water near the bank. Based on the HOBO pressure date, there were three large flashy events (quick, substantial increase in pressure follow by an almost as quick and large decrease in pressure), that likely flushed and moved the bricks/sensors from their original location.",N/A,N/A
SSS035,SSS035-1,8/11/2022,1660247970,11:59:30,Pacific Standard Time (UTC-8),8.33,0.03,90.49,0.13,19.35,0.25,-1.46,0.941,0.931,0.002491528,120,8,0,9.16,47.3956,-121.104,47.3956,-121.104,11:34:00,12:30:00,437318,7.26,James,Stegen,PNNL,james.stegen@pnnl.gov,S17R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),19.57,N/A,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS035,SSS035-2,8/11/2022,1660247970,11:59:30,Pacific Standard Time (UTC-8),8.33,0.03,90.49,0.13,19.35,0.25,-1.362,0.994,0.993,7.06E-04,120,8,0,8.41,47.3956,-121.104,47.3956,-121.104,11:34:00,12:30:00,437318,7.26,James,Stegen,PNNL,james.stegen@pnnl.gov,S17R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),19.57,N/A,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS035,SSS035-3,8/11/2022,1660247970,11:59:30,Pacific Standard Time (UTC-8),8.33,0.03,90.49,0.13,19.35,0.25,-1.12,0.914,0.899,0.002339499,120,8,0,8.406666667,47.3956,-121.104,47.3956,-121.104,11:34:00,12:30:00,437318,7.26,James,Stegen,PNNL,james.stegen@pnnl.gov,S17R,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),19.57,N/A,N/A,Low (5-30%),None,None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS036,SSS036-1,8/12/2022,1660317510,7:18:30,Pacific Standard Time (UTC-8),8.23,0.01,84.59,0.16,16.69,0.03,-12.36,0.888,0.776,0.073131034,10,3,0,6.723333333,46.8674,-120.7743,46.8675,-120.7745,6:54:00,7:50:00,909143,7.74,James,Stegen,PNNL,james.stegen@pnnl.gov,W10,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),16.79,16,N/A,High (>70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Sensors redeployed next to Manta which is being deployed long-term at the site. Manta for RC3 kicked up a lot of sediment around 8:43 am while doing depth transects. This data should be removed.,N/A,N/A
SSS036,SSS036-2,8/12/2022,1660317510,7:18:30,Pacific Standard Time (UTC-8),8.23,0.01,84.59,0.16,16.69,0.03,-13.02,0.902,0.805,0.071398983,10,3,0,7.02,46.8674,-120.7743,46.8675,-120.7745,6:54:00,7:50:00,909143,7.74,James,Stegen,PNNL,james.stegen@pnnl.gov,W10,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),16.79,16,N/A,High (>70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Sensors redeployed next to Manta which is being deployed long-term at the site. Manta for RC3 kicked up a lot of sediment around 8:43 am while doing depth transects. This data should be removed.,N/A,N/A
SSS036,SSS036-3,8/12/2022,1660317510,7:18:30,Pacific Standard Time (UTC-8),8.23,0.01,84.59,0.16,16.69,0.03,-15.344,0.961,0.941,0.036580626,15,4,0,7.496666667,46.8674,-120.7743,46.8675,-120.7745,6:54:00,7:50:00,909143,7.74,James,Stegen,PNNL,james.stegen@pnnl.gov,W10,N/A,N/A,Washington,Sunny,Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),16.79,16,N/A,High (>70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Sensors redeployed next to Manta which is being deployed long-term at the site. Manta for RC3 kicked up a lot of sediment around 8:43 am while doing depth transects. This data should be removed.,N/A,N/A
SSS037,SSS037-1,8/8/2022,1659981210,9:53:30,Pacific Standard Time (UTC-8),9.33,0.04,90.88,0.1,14.2,0.24,-3.764,0.996,0.993,0.002926507,15,4,1,7.973333333,46.0168,-120.6496,46.0168,-120.6497,9:28:00,10:24:00,179470,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S39,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),13.69,15,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Barotroll was moved slightly because the original branch it was on broke,N/A,N/A
SSS037,SSS037-2,8/8/2022,1659981210,9:53:30,Pacific Standard Time (UTC-8),9.33,0.04,90.88,0.1,14.2,0.24,-5.515,0.998,0.997,0.002218727,60,6,0,8.216666667,46.0168,-120.6496,46.0168,-120.6497,9:28:00,10:24:00,179470,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S39,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),13.69,15,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Barotroll was moved slightly because the original branch it was on broke,N/A,N/A
SSS037,SSS037-3,8/8/2022,1659981210,9:53:30,Pacific Standard Time (UTC-8),9.33,0.04,90.88,0.1,14.2,0.24,-2.957,0.986,0.983,0.002889142,60,6,1,8.166666667,46.0168,-120.6496,46.0168,-120.6497,9:28:00,10:24:00,179470,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S39,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),13.69,15,N/A,High (>70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,Barotroll was moved slightly because the original branch it was on broke,N/A,N/A
SSS038,SSS038-1,8/8/2022,1659989670,12:14:30,Pacific Standard Time (UTC-8),5.21,0.02,51.85,0.22,15.2,0.02,-2.625,0.986,0.983,0.002312332,89,7,0,8.023333333,46.029,-120.6364,46.029,-120.6364,11:49:00,12:45:00,681364,7.27,James,Stegen,PNNL,james.stegen@pnnl.gov,S38,N/A,N/A,Washington,"Sunny, Site completely shaded",Perennial,"Broadleaf evergreen tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.34,6,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Very low flow,N/A,N/A
SSS038,SSS038-2,8/8/2022,1659989670,12:14:30,Pacific Standard Time (UTC-8),5.21,0.02,51.85,0.22,15.2,0.02,-3.112,0.99,0.988,0.002588841,60,6,0,7.73,46.029,-120.6364,46.029,-120.6364,11:49:00,12:45:00,681364,7.27,James,Stegen,PNNL,james.stegen@pnnl.gov,S38,N/A,N/A,Washington,"Sunny, Site completely shaded",Perennial,"Broadleaf evergreen tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.34,6,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Very low flow,N/A,N/A
SSS038,SSS038-3,8/8/2022,1659989670,12:14:30,Pacific Standard Time (UTC-8),5.21,0.02,51.85,0.22,15.2,0.02,-4.078,0.999,0.999,0.001174562,29,5,1,7.726666667,46.029,-120.6364,46.029,-120.6364,11:49:00,12:45:00,681364,7.27,James,Stegen,PNNL,james.stegen@pnnl.gov,S38,N/A,N/A,Washington,"Sunny, Site completely shaded",Perennial,"Broadleaf evergreen tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.34,6,N/A,High (>70%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,Very low flow,N/A,N/A
SSS039,SSS039-1,8/8/2022,1659995670,13:54:30,Pacific Standard Time (UTC-8),8.88,0.06,94.38,0.94,18.3,0.24,-2.104,0.996,0.995,9.23E-04,120,8,0,8.41,46.0284,-120.6115,46.0284,-120.6114,13:29:00,14:25:00,750289,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S37,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.35,20,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS039,SSS039-2,8/8/2022,1659995670,13:54:30,Pacific Standard Time (UTC-8),8.88,0.06,94.38,0.94,18.3,0.24,-2.868,0.957,0.946,0.005069792,N/A,7,0,8.256666667,46.0284,-120.6115,46.0284,-120.6114,13:29:00,14:25:00,750289,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S37,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.35,20,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS039,SSS039-3,8/8/2022,1659995670,13:54:30,Pacific Standard Time (UTC-8),8.88,0.06,94.38,0.94,18.3,0.24,-1.91,0.976,0.971,0.002058189,120,8,0,8.173333333,46.0284,-120.6115,46.0284,-120.6114,13:29:00,14:25:00,750289,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S37,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.35,20,N/A,Med (30-70%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS040,SSS040-1,8/9/2022,1660063590,8:46:30,Pacific Standard Time (UTC-8),10.21,0.02,94.49,0.15,11.9,0.04,-2.494,0.995,0.995,0.001256658,90,7,0,8.603333333,46.6833,-120.9404,46.6833,-120.9405,8:21:00,9:17:00,310845,7.42,James,Stegen,PNNL,james.stegen@pnnl.gov,S54,N/A,N/A,Washington,"Overcast, Raining",Perennial,"Needleleaf evergreen tree, Shrub",Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11.86,12,N/A,None,Low (5-30%),None,1-3 cm as described in the protocol,N/A,Hobo might not be logging. It was relaunched because could not tell if deployed. Lupita made sure it was GMT-08 and did not change logging interval. Minidot serial numbers were missing on metadata hard copy. ML/DJD copied Minidot serial numbers from LP/PR previous metadata sheet.,N/A,N/A
SSS040,SSS040-2,8/9/2022,1660063590,8:46:30,Pacific Standard Time (UTC-8),10.21,0.02,94.49,0.15,11.9,0.04,-1.668,0.974,0.969,0.001861341,120,8,0,7.973333333,46.6833,-120.9404,46.6833,-120.9405,8:21:00,9:17:00,310845,7.42,James,Stegen,PNNL,james.stegen@pnnl.gov,S54,N/A,N/A,Washington,"Overcast, Raining",Perennial,"Needleleaf evergreen tree, Shrub",Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11.86,12,N/A,None,Low (5-30%),None,1-3 cm as described in the protocol,N/A,Hobo might not be logging. It was relaunched because could not tell if deployed. Lupita made sure it was GMT-08 and did not change logging interval. Minidot serial numbers were missing on metadata hard copy. ML/DJD copied Minidot serial numbers from LP/PR previous metadata sheet.,N/A,N/A
SSS040,SSS040-3,8/9/2022,1660063590,8:46:30,Pacific Standard Time (UTC-8),10.21,0.02,94.49,0.15,11.9,0.04,-1.474,0.966,0.96,0.001880864,120,8,0,8.943333333,46.6833,-120.9404,46.6833,-120.9405,8:21:00,9:17:00,310845,7.42,James,Stegen,PNNL,james.stegen@pnnl.gov,S54,N/A,N/A,Washington,"Overcast, Raining",Perennial,"Needleleaf evergreen tree, Shrub",Multi-channel/Braided,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),11.86,12,N/A,None,Low (5-30%),None,1-3 cm as described in the protocol,N/A,Hobo might not be logging. It was relaunched because could not tell if deployed. Lupita made sure it was GMT-08 and did not change logging interval. Minidot serial numbers were missing on metadata hard copy. ML/DJD copied Minidot serial numbers from LP/PR previous metadata sheet.,N/A,N/A
SSS041,SSS041-1,8/9/2022,1660070190,10:36:30,Pacific Standard Time (UTC-8),10.01,0.03,96.8,0.2,13.86,0.13,-3.719,0.993,0.991,0.002691869,60,6,0,7.866666667,46.7239,-120.8135,46.7238,-120.8135,10:11:00,11:07:00,912877,7.43,James,Stegen,PNNL,james.stegen@pnnl.gov,S49R,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),14.12,6,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS041,SSS041-2,8/9/2022,1660070190,10:36:30,Pacific Standard Time (UTC-8),10.01,0.03,96.8,0.2,13.86,0.13,-4.562,0.963,0.95,0.008643563,30,5,2,8.266666667,46.7239,-120.8135,46.7238,-120.8135,10:11:00,11:07:00,912877,7.43,James,Stegen,PNNL,james.stegen@pnnl.gov,S49R,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),14.12,6,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS041,SSS041-3,8/9/2022,1660070190,10:36:30,Pacific Standard Time (UTC-8),10.01,0.03,96.8,0.2,13.86,0.13,-2.73,0.924,0.905,0.006516447,60,6,0,7.793333333,46.7239,-120.8135,46.7238,-120.8135,10:11:00,11:07:00,912877,7.43,James,Stegen,PNNL,james.stegen@pnnl.gov,S49R,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),14.12,6,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS042,SSS042-1,8/9/2022,1660078410,12:53:30,Pacific Standard Time (UTC-8),9.93,0.09,100.42,0.93,15.94,0.03,-1.372,0.993,0.992,8.52E-04,90,7,1,8.123333333,46.7298,-120.8041,46.7298,-120.8041,12:28:00,13:24:00,424713,8.09,James,Stegen,PNNL,james.stegen@pnnl.gov,S51,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.89,20,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,"HOBO/Minidot deployed about 1ft away from original spot because the water level seemed to have dropped. (BF 2022-08-25) Date mistakelnly entered at 2022-09-08, I changed it to 2022-08-09",N/A,N/A
SSS042,SSS042-2,8/9/2022,1660078410,12:53:30,Pacific Standard Time (UTC-8),9.93,0.09,100.42,0.93,15.94,0.03,-1.596,0.979,0.975,0.001733612,90,7,1,8.95,46.7298,-120.8041,46.7298,-120.8041,12:28:00,13:24:00,424713,8.09,James,Stegen,PNNL,james.stegen@pnnl.gov,S51,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.89,20,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,"HOBO/Minidot deployed about 1ft away from original spot because the water level seemed to have dropped. (BF 2022-08-25) Date mistakelnly entered at 2022-09-08, I changed it to 2022-08-09",N/A,N/A
SSS042,SSS042-3,8/9/2022,1660078410,12:53:30,Pacific Standard Time (UTC-8),9.93,0.09,100.42,0.93,15.94,0.03,-1.036,0.968,0.96,0.001560665,60,6,2,8.226666667,46.7298,-120.8041,46.7298,-120.8041,12:28:00,13:24:00,424713,8.09,James,Stegen,PNNL,james.stegen@pnnl.gov,S51,N/A,N/A,Washington,Overcast,Perennial,"Needleleaf deciduous tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.89,20,N/A,None,Med (30-70%),None,1-3 cm as described in the protocol,N/A,"HOBO/Minidot deployed about 1ft away from original spot because the water level seemed to have dropped. (BF 2022-08-25) Date mistakelnly entered at 2022-09-08, I changed it to 2022-08-09",N/A,N/A
